Manufacturer,Weapon Type,ID,Part Type,String,Model Name,"Stats (Level 50, Common)",Effects,Requirements
Daedalus,SMG,24,Stat Modifier,DAD_SM.part_mag_ted_thrown_05_bor,,3.0s Reload,,
Daedalus,SMG,25,Scope,DAD_SM.part_scope_02_lens_02,,ADS ++Zoom,Mag Gauge,
Daedalus,SMG,26,Scope,DAD_SM.part_scope_02_lens_01,,ADS ++Zoom,,
Daedalus,SMG,27,Scope,DAD_SM.part_scope_01_lens_02,,ADS +Zoom,,
Daedalus,SMG,28,Scope,DAD_SM.part_scope_01_lens_01,,ADS +Zoom,,
Daedalus,SMG,29,Scope,DAD_SM.part_scope_ironsight,,ADS,,
Daedalus,SMG,30,Scope Accessory,DAD_SM.part_scope_acc_s02_lb_b,,+Damage,,
Daedalus,SMG,31,Scope Accessory,DAD_SM.part_scope_acc_s02_lb_a,,+Damage,"Makes the lens black, can't see through it",
Daedalus,SMG,32,Scope Accessory,DAD_SM.part_scope_acc_s01_l01_a,,+Damage,,
Daedalus,SMG,33,Scope Accessory,DAD_SM.part_scope_acc_s01_l01_b,,-Reload Speed,,
Daedalus,SMG,34,Scope Accessory,DAD_SM.part_scope_acc_s01_l02_a,,+Damage,,
Daedalus,SMG,35,Scope Accessory,DAD_SM.part_scope_acc_s01_l02_b,,-Reload Speed,,
Daedalus,SMG,36,Scope Accessory,DAD_SM.part_scope_acc_s02_l01_a,,No Stat Changes,Mag Gauge,
Daedalus,SMG,37,Scope Accessory,DAD_SM.part_scope_acc_s02_l01_b,,+Crit Damage,Mag Gauge,
Daedalus,SMG,38,Scope Accessory,DAD_SM.part_scope_acc_s02_l02_a,,No Stat Changes,,
Daedalus,SMG,39,Scope Accessory,DAD_SM.part_scope_acc_s02_l02_b,,+Crit Damage,,
Daedalus,SMG,40,Grip,DAD_SM.part_grip_05a_ted_legs,,"Tediore reload modifier: Legs, no stat changes",,
Daedalus,SMG,41,Grip,DAD_SM.part_grip_05c_ted_jav,,"Tediore reload modifier: Javelin, no stat changes",,
Daedalus,SMG,42,Grip,DAD_SM.part_grip_05b_ted_homing,,"Tediore reload modifier: Homing, no stat changes",,
Daedalus,SMG,43,Grip,DAD_SM.part_grip_04_hyp,,"Hyperion Grip, -Acc, Acc increases with continuous fire",,
Daedalus,SMG,44,Grip,DAD_SM.part_grip_01,,+Damage,,
Daedalus,SMG,45,Grip,DAD_SM.part_grip_02,,+Fire Rate,,
Daedalus,SMG,46,Grip,DAD_SM.part_grip_03,,-Reload Speed,,
Daedalus,SMG,47,Underbarrel,DAD_SM.part_underbarrel_06_malswitch,,"Underbarrel switch, no effects",Used for Maliwan elemental switch,
Daedalus,SMG,48,Underbarrel,DAD_SM.part_underbarrel_02_shotgun,,Alt Fire - Shotgun,,
Daedalus,SMG,49,Underbarrel,DAD_SM.part_underbarrel_03_overcharge,,Alt Fire - Overcharge,Increases Burst Count to 6 and Fire Rate to 11,
Daedalus,SMG,50,Underbarrel,DAD_SM.part_underbarrel_04_atlas,,Atlas Tracker Darts,,
Daedalus,SMG,51,Foregrip,DAD_SM.part_foregrip_02,,+Fire Rate,,
Daedalus,SMG,52,Foregrip,DAD_SM.part_foregrip_01,,+Damage,,
Daedalus,SMG,53,Foregrip,DAD_SM.part_foregrip_03,,+Accuracy,,
Daedalus,SMG,54,Underbarrel,DAD_SM.part_underbarrel_04_atlas_ball,,Atlas Tracker Grenades,,
Daedalus,SMG,55,Manufacturer Part,DAD_SM.part_body_mag_ps,,Daedalus Pistol Ammo,,
Daedalus,SMG,56,Manufacturer Part,DAD_SM.part_body_mag_ar,,Daedalus AR Ammo,,
Daedalus,SMG,57,Manufacturer Part,DAD_SM.part_body_mag_sr,,Daedalus SR Ammo,,
Daedalus,SMG,58,Manufacturer Part,DAD_SM.part_body_mag_sg,,Daedalus Shotgun Ammo,,
Daedalus,SMG,60,Barrel,DAD_SM.part_barrel_01_luty,,"Luty Madlad, 446 Damage, 78% Acc, 22.0/s FR","Homemade Ingenuity - Overheats quickly, but also Cools down quickly",
Daedalus,SMG,62,Body,DAD_SM.part_body,,"No stat changes, always present",,
Daedalus,SMG,64,Barrel,DAD_SM.part_barrel_01_bloodstarved,,"Darkbeast, 658 x 2 Damage, 71% Acc, 6.7/s FR, 2 Shot","Parley - Bullets pierce enemies, and have a 5% Chance when hitting an enemy to cause an explosion that deals XXX Damage",
Daedalus,SMG,66,Stat Modifier,DAD_SM.part_mag_borg_barrel_02,,3.3s Reload,,
Daedalus,SMG,67,Stat Modifier,DAD_SM.part_mag_borg_barrel_01,,3.3s Reload,,
Daedalus,SMG,69,Barrel,DAD_SM.part_barrel_01_loarmaster,,"Daedalus SMG, 658x6 Damage, 71% Acc, 6.7/s FR, 2 Shot",,
Daedalus,SMG,79,Underbarrel,DAD_SM.part_underbarrel_01_stungrenade,,Alt Fire - Grenade Launcher,,
Daedalus,SMG,80,Barrel Accessory,DAD_SM.part_barrel_01_a,,+Damage,,
Daedalus,SMG,81,Barrel Accessory,DAD_SM.part_barrel_01_b,,+Crit Damage,,
Daedalus,SMG,82,Barrel Accessory,DAD_SM.part_barrel_01_c,,+Accuracy,,
Daedalus,SMG,83,Barrel Accessory,DAD_SM.part_barrel_01_d,,+Accuracy,,
Daedalus,SMG,84,Barrel Accessory,DAD_SM.part_barrel_02_a,,+Damage,,
Daedalus,SMG,85,Barrel Accessory,DAD_SM.part_barrel_02_b,,+Accuracy,,
Daedalus,SMG,86,Barrel Accessory,DAD_SM.part_barrel_02_c,,+Fire Rate,,
Daedalus,SMG,87,Barrel Accessory,DAD_SM.part_barrel_02_d,,+Fire Rate,,
Daedalus,SMG,88,Manufacturer Part,DAD_SM.part_barrel_licensed_jak,,Jakobs Ricochet,,
Daedalus,SMG,89,Manufacturer Part,DAD_SM.part_barrel_licensed_ted,,"Tediore Reload, no stat changes",,
Daedalus,SMG,90,Manufacturer Part,DAD_SM.part_barrel_licensed_ted_shooting,,"Tediore Shooting, no stat changes",,
Daedalus,SMG,91,Manufacturer Part,DAD_SM.part_barrel_licensed_ted_mirv,,"Tediore MIRV, no stat changes",,
Daedalus,SMG,92,Manufacturer Part,DAD_SM.part_barrel_licensed_ted_combo,,"Tediore Combo, no stat changes",,
Daedalus,SMG,93,Manufacturer Part,DAD_SM.part_barrel_licensed_hyp,,"Hyperion Shield visual accessory, no stat changes",,
Jakobs,Assault Rifle,2,Body,JAK_AR.part_body,,"No stat changes, always present",,
Jakobs,Assault Rifle,3,Body Accessory,JAK_AR.part_body_a,,-Reload Speed,,
Jakobs,Assault Rifle,4,Body Accessory,JAK_AR.part_body_b,,+Fire Rate,,
Jakobs,Assault Rifle,5,Body Accessory,JAK_AR.part_body_c,,+Accuracy,,
Jakobs,Assault Rifle,6,Body Accessory,JAK_AR.part_body_d,,+Crit Damage,,
Jakobs,Assault Rifle,7,Barrel,JAK_AR.part_barrel_01,,"Karkadann, 1294 Damage, 77% Acc, 6.5/s FR",,
Jakobs,Assault Rifle,8,Barrel,JAK_AR.part_barrel_02,,"Rougarou, 1517 Damage, 76% Acc, 4.8/s FR",,
Jakobs,Assault Rifle,9,Barrel Accessory,JAK_AR.part_barrel_01_a,,+Damage,,
Jakobs,Assault Rifle,10,Barrel Accessory,JAK_AR.part_barrel_01_b,,+Crit Damage,,
Jakobs,Assault Rifle,11,Barrel Accessory,JAK_AR.part_barrel_01_c,,+Accuracy,,
Jakobs,Assault Rifle,12,Barrel Accessory,JAK_AR.part_barrel_01_d,,+Accuracy,,
Jakobs,Assault Rifle,13,Barrel Accessory,JAK_AR.part_barrel_02_a,,+Damage,,
Jakobs,Assault Rifle,14,Barrel Accessory,JAK_AR.part_barrel_02_b,,+Accuracy,,
Jakobs,Assault Rifle,15,Barrel Accessory,JAK_AR.part_barrel_02_c,,+Fire Rate,,
Jakobs,Assault Rifle,16,Barrel Accessory,JAK_AR.part_barrel_02_d,,+Fire Rate,,
Jakobs,Assault Rifle,17,Manufacturer Part,JAK_AR.part_barrel_licensed_ted,,"Tediore Reload, no stat changes",,
Jakobs,Assault Rifle,18,Manufacturer Part,JAK_AR.part_barrel_licensed_ted_shooting,,"Tediore Shooting, no stat changes",,
Jakobs,Assault Rifle,19,Manufacturer Part,JAK_AR.part_barrel_licensed_ted_combo,,"Tediore Combo, no stat changes",,
Jakobs,Assault Rifle,20,Manufacturer Part,JAK_AR.part_barrel_licensed_ted_mirv,,"Tediore MIRV, no stat changes",,
Jakobs,Assault Rifle,21,Manufacturer Part,JAK_AR.part_barrel_licensed_hyp,,"Hyperion Shield visual accessory, no stat changes",,
Jakobs,Assault Rifle,22,Manufacturer Part,JAK_AR.part_shield_default,,Hyperion Shield,,
Jakobs,Assault Rifle,23,Manufacturer Part,JAK_AR.part_shield_ricochet,,Hyperion Ricochet Shield,,
Jakobs,Assault Rifle,24,Manufacturer Part,JAK_AR.part_shield_amp,,Hyperion Amp Shield,,
Jakobs,Assault Rifle,25,Magazine,JAK_AR.part_mag_01,,"2.5s Reload, 14 Shots",,
Jakobs,Assault Rifle,26,Magazine,JAK_AR.part_mag_02,,"2.7s Reload, 18 Shots",,
Jakobs,Assault Rifle,27,Magazine,JAK_AR.part_mag_03_tor,,"2.6s Reload, 16 Shots",,
Jakobs,Assault Rifle,28,Magazine,JAK_AR.part_mag_04_cov,,"4.0s Reload, 17 Shots",CoV Mag,
Jakobs,Assault Rifle,29,Magazine,JAK_AR.part_mag_05_borg,,"2.0s Reload, 24 Shots",Ripper Mag,
Jakobs,Assault Rifle,30,Manufacturer Part,JAK_AR.part_mag_torgue_normal,,Torgue Impact Gyrojets,,
Jakobs,Assault Rifle,31,Manufacturer Part,JAK_AR.part_mag_torgue_sticky,,Torgue Sticky Gyrojets,,
Jakobs,Assault Rifle,32,Stat Modifier,JAK_AR.part_mag_ted_thrown_01,,2.0s Reload,,
Jakobs,Assault Rifle,33,Stat Modifier,JAK_AR.part_mag_ted_thrown_02,,2.0s Reload,,
Jakobs,Assault Rifle,34,Stat Modifier,JAK_AR.part_mag_ted_thrown_03_tor,,2.0s Reload,,
Jakobs,Assault Rifle,35,Stat Modifier,JAK_AR.part_mag_ted_thrown_04_cov,,3.0s Reload,,
Jakobs,Assault Rifle,36,Stat Modifier,JAK_AR.part_mag_ted_thrown_05_bor,,3.0s Reload,,
Jakobs,Assault Rifle,37,Scope,JAK_AR.part_scope_ironsight,,ADS,,
Jakobs,Assault Rifle,38,Scope,JAK_AR.part_scope_01_lens_01,,ADS +Zoom,,
Jakobs,Assault Rifle,39,Scope,JAK_AR.part_scope_01_lens_02,,ADS +Zoom,,
Jakobs,Assault Rifle,40,Scope,JAK_AR.part_scope_02_lens_01,,ADS ++Zoom,,
Jakobs,Assault Rifle,41,Scope,JAK_AR.part_scope_02_lens_02,,ADS ++Zoom,,
Jakobs,Assault Rifle,42,Scope Accessory,JAK_AR.part_scope_acc_s01_l01_a,,+Damage,,
Jakobs,Assault Rifle,43,Scope Accessory,JAK_AR.part_scope_acc_s01_l01_b,,-Reload Speed,,
Jakobs,Assault Rifle,44,Scope Accessory,JAK_AR.part_scope_acc_s02_l01_a,,No Stat Changes,,
Jakobs,Assault Rifle,45,Scope Accessory,JAK_AR.part_scope_acc_s02_l01_b,,+Crit Damage,Mag Gauge,
Jakobs,Assault Rifle,46,Scope Accessory,JAK_AR.part_scope_acc_s01_l02_a,,+Damage,,
Jakobs,Assault Rifle,47,Scope Accessory,JAK_AR.part_scope_acc_s01_l02_b,,-Reload Speed,Mag Gauge,
Jakobs,Assault Rifle,48,Grip,JAK_AR.part_grip_05a_ted_legs,,"Tediore reload modifier: Legs, no stat changes",,
Jakobs,Assault Rifle,49,Grip,JAK_AR.part_grip_05c_ted_jav,,"Tediore reload modifier: Javelin, no stat changes",,
Jakobs,Assault Rifle,50,Grip,JAK_AR.part_grip_05b_ted_homing,,"Tediore reload modifier: Homing, no stat changes",,
Jakobs,Assault Rifle,51,Grip,JAK_AR.part_grip_04_hyp,,"Hyperion Grip, -Acc, Acc increases with continuous fire",,
Jakobs,Assault Rifle,52,Grip,JAK_AR.part_grip_01,,+Damage,,
Jakobs,Assault Rifle,53,Grip,JAK_AR.part_grip_02,,+Crit Damage,,
Jakobs,Assault Rifle,54,Grip,JAK_AR.part_grip_03,,-Reload Speed,,
Jakobs,Assault Rifle,55,Underbarrel,JAK_AR.part_underbarrel_03_shotgun,,Alt Fire - Shotgun,,
Jakobs,Assault Rifle,56,Underbarrel,JAK_AR.part_underbarrel_01_flintlock,,Alt Fire - Double Flintlocks,Fires twin Musket Barrels that deal XXX x 2 Damage,
Jakobs,Assault Rifle,57,Underbarrel,JAK_AR.part_underbarrel_02_crank,,Alt Fire - Hand Crank,Use a hand crank to fire Full Auto,
Jakobs,Assault Rifle,58,Underbarrel,JAK_AR.part_underbarrel_04_atlas_ball,,Atlas Tracker Grenades,,
Jakobs,Assault Rifle,59,Underbarrel,JAK_AR.part_underbarrel_04_atlas,,Atlas Tracker Darts,,
Jakobs,Assault Rifle,60,Underbarrel,JAK_AR.part_underbarrel_05_ammoswitcher,,"Underbarrel switch, no effects",Used for Daedalus Ammo switch,
Jakobs,Assault Rifle,61,Foregrip,JAK_AR.part_foregrip_01,,+Damage,,
Jakobs,Assault Rifle,62,Foregrip,JAK_AR.part_foregrip_02,,+Fire Rate,,
Jakobs,Assault Rifle,63,Foregrip,JAK_AR.part_foregrip_03,,+Accuracy,,
Jakobs,Assault Rifle,64,Manufacturer Part,JAK_AR.part_secondary_ammo_smg,,Daedalus SMG Ammo,,
Jakobs,Assault Rifle,65,Manufacturer Part,JAK_AR.part_secondary_ammo_sg,,Daedalus Shotgun Ammo,,
Jakobs,Assault Rifle,66,Manufacturer Part,JAK_AR.part_secondary_ammo_sr,,Daedalus SR Ammo,,
Jakobs,Assault Rifle,67,Manufacturer Part,JAK_AR.part_secondary_ammo_ps,,Daedalus Pistol Ammo,,
Jakobs,Assault Rifle,68,Scope Accessory,JAK_AR.part_scope_acc_s02_l02_a,,No Stat Changes,,
Jakobs,Assault Rifle,69,Scope Accessory,JAK_AR.part_scope_acc_s02_l02_b,,+Crit Damage,Mag Gauge,
Jakobs,Assault Rifle,71,Scope,JAK_AR.part_scope_02_lens_02_b02,,,,
Jakobs,Assault Rifle,73,Barrel,JAK_AR.part_barrel_01_bonnieclyde,,"Bonnie and Clyde, 2249 Damage, 76% Acc, 6.3/s FR","Pair of Thieves - on kill, grants +150% Damage for the Gun's other Mode and refills its Magazine",
Jakobs,Assault Rifle,75,Barrel,JAK_AR.part_barrel_02_rowan,,"Rowan's Charge, 1517 Damage, 75% Acc, 6.0/s FR","Stalker - Grants 1 20% Chance for shots to be a Critical Hi, and refunds 2 Ammo on a Critical Hit",
Jakobs,Assault Rifle,76,Barrel,JAK_AR.part_barrel_02_screenwriter,,NOT IMPLEMENTED,,
Jakobs,Assault Rifle,85,Manufacturer Part,JAK_AR.part_shield_ammo,,Hyperion Absorb Shield,,
Jakobs,Pistol,2,Body,JAK_PS.part_body,,"No stat changes, always present",,
Jakobs,Pistol,3,Body Accessory,JAK_PS.part_body_a,,-Reload Speed,,
Jakobs,Pistol,4,Body Accessory,JAK_PS.part_body_b,,-Reload Speed,,
Jakobs,Pistol,5,Body Accessory,JAK_PS.part_body_c,,+Accuracy,,
Jakobs,Pistol,6,Body Accessory,JAK_PS.part_body_d,,+Crit Damage,,
Jakobs,Pistol,7,Barrel,JAK_PS.part_barrel_01,,"Cuca, 1785 Damage, 69% Acc, 9.0/s FR",,
Jakobs,Pistol,8,Barrel,JAK_PS.part_barrel_02,,"Muki, 1874 Damage, 78% Acc, 7.5/s FR",,
Jakobs,Pistol,9,Manufacturer Part,JAK_PS.part_shield_default,,Hyperion Shield,,
Jakobs,Pistol,10,Manufacturer Part,JAK_PS.part_shield_ricochet,,Hyperion Ricochet Shield,,
Jakobs,Pistol,11,Manufacturer Part,JAK_PS.part_shield_ammo,,Hyperion Absorb Shield,,
Jakobs,Pistol,12,Manufacturer Part,JAK_PS.part_shield_amp,,Hyperion Amp Shield,,
Jakobs,Pistol,13,Magazine,JAK_PS.part_mag_01,,"2.4s Reload, 4 Shots",,
Jakobs,Pistol,14,Magazine,JAK_PS.part_mag_02,,"2.3s Reload, 6 Shots",,
Jakobs,Pistol,15,Magazine,JAK_PS.part_mag_03_tor,,"2.9s Reload, 8 Shots",,
Jakobs,Pistol,16,Magazine,JAK_PS.part_mag_04_cov,,"3.2s Reload, 5 Shots",CoV Mag,
Jakobs,Pistol,17,Magazine,JAK_PS.part_mag_05_borg,,"2.3s Reload, 8 Shots",Ripper Mag,
Jakobs,Pistol,18,Manufacturer Part,JAK_PS.part_mag_torgue_normal,,Torgue Impact Gyrojets,,
Jakobs,Pistol,19,Manufacturer Part,JAK_PS.part_mag_torgue_sticky,,Torgue Sticky Gyrojets,,
Jakobs,Pistol,20,Stat Modifier,JAK_PS.part_mag_ted_thrown_01,,2.0s Reload,,
Jakobs,Pistol,21,Stat Modifier,JAK_PS.part_mag_ted_thrown_02,,2.0s Reload,,
Jakobs,Pistol,22,Stat Modifier,JAK_PS.part_mag_ted_thrown_03_tor,,2.0s Reload,,
Jakobs,Pistol,23,Stat Modifier,JAK_PS.part_mag_ted_thrown_04_cov,,3.0s Reload,,
Jakobs,Pistol,24,Stat Modifier,JAK_PS.part_mag_ted_thrown_05_bor,,2.0s Reload,,
Jakobs,Pistol,25,Scope,JAK_PS.part_scope_ironsight,,ADS,,
Jakobs,Pistol,26,Scope,JAK_PS.part_scope_01_lens_01,,ADS +Zoom,,
Jakobs,Pistol,27,Scope,JAK_PS.part_scope_01_lens_02,,ADS +Zoom,,
Jakobs,Pistol,28,Scope,JAK_PS.part_scope_02_lens_01,,ADS ++Zoom,,
Jakobs,Pistol,29,Scope,JAK_PS.part_scope_02_lens_02,,ADS +++Zoom,,
Jakobs,Pistol,30,Scope Accessory,JAK_PS.part_scope_acc_s01_l01_a,,+Damage,Mag Gauge,
Jakobs,Pistol,31,Scope Accessory,JAK_PS.part_scope_acc_s01_l01_b,,-Reload Speed,,
Jakobs,Pistol,32,Scope Accessory,JAK_PS.part_scope_acc_s02_l01_a,,No Stat Changes,,
Jakobs,Pistol,33,Scope Accessory,JAK_PS.part_scope_acc_s02_l01_b,,+Crit Damage,Mag Gauge,
Jakobs,Pistol,34,Scope Accessory,JAK_PS.part_scope_acc_s01_l02_a,,+Damage,,
Jakobs,Pistol,35,Scope Accessory,JAK_PS.part_scope_acc_s01_l02_b,,-Reload Speed,Mag Gauge,
Jakobs,Pistol,36,Scope Accessory,JAK_PS.part_scope_acc_s02_l02_a,,No Stat Changes,,
Jakobs,Pistol,37,Scope Accessory,JAK_PS.part_scope_acc_s02_l02_b,,+Crit Damage,,
Jakobs,Pistol,38,Grip,JAK_PS.part_grip_05b_ted_homing,,"Tediore reload modifier: Homing, no stat changes",,
Jakobs,Pistol,39,Grip,JAK_PS.part_grip_05c_ted_jav,,"Tediore reload modifier: Javelin, no stat changes",,
Jakobs,Pistol,40,Grip,JAK_PS.part_grip_05a_ted_legs,,"Tediore reload modifier: Legs, no stat changes",,
Jakobs,Pistol,41,Grip,JAK_PS.part_grip_01,,+Damage,,
Jakobs,Pistol,42,Grip,JAK_PS.part_grip_02,,+Crit Damage,,
Jakobs,Pistol,43,Grip,JAK_PS.part_grip_03,,-Reload Speed,,
Jakobs,Pistol,44,Grip,JAK_PS.part_grip_04_hyp,,"Hyperion Grip, -Acc, Acc increases with continuous fire",,
Jakobs,Pistol,45,Underbarrel,JAK_PS.part_underbarrel_02_knifelauncher,,Alt Fire - Knife Launcher,,
Jakobs,Pistol,46,Underbarrel,JAK_PS.part_underbarrel_01_microrocket,,Alt Fire - Zip Rockets,,
Jakobs,Pistol,47,Underbarrel,JAK_PS.part_underbarrel_05_ammoswitcher,,"Underbarrel switch, no effects",Used for Daedalus Ammo switch,
Jakobs,Pistol,48,Underbarrel,JAK_PS.part_underbarrel_04_atlas,,Atlas Tracker Darts,,
Jakobs,Pistol,49,Foregrip,JAK_PS.part_foregrip_02,,+Fire Rate,,
Jakobs,Pistol,50,Foregrip,JAK_PS.part_foregrip_03,,+Accuracy,,
Jakobs,Pistol,51,Barrel Accessory,JAK_PS.part_barrel_01_a,,+Damage,,
Jakobs,Pistol,52,Barrel Accessory,JAK_PS.part_barrel_01_b,,+Crit Damage,,
Jakobs,Pistol,53,Barrel Accessory,JAK_PS.part_barrel_01_c,,+Accuracy,,
Jakobs,Pistol,54,Barrel Accessory,JAK_PS.part_barrel_01_d,,+Accuracy,,
Jakobs,Pistol,55,Barrel Accessory,JAK_PS.part_barrel_02_a,,+Damage,,
Jakobs,Pistol,56,Barrel Accessory,JAK_PS.part_barrel_02_b,,+Accuracy,,
Jakobs,Pistol,57,Barrel Accessory,JAK_PS.part_barrel_02_c,,+Fire Rate,,
Jakobs,Pistol,58,Barrel Accessory,JAK_PS.part_barrel_02_d,,+Damage,,
Jakobs,Pistol,59,Manufacturer Part,JAK_PS.part_barrel_licensed_ted,,"Tediore Reload, no stat changes",,
Jakobs,Pistol,60,Manufacturer Part,JAK_PS.part_barrel_licensed_ted_shooting,,"Tediore Shooting, no stat changes",,
Jakobs,Pistol,61,Manufacturer Part,JAK_PS.part_barrel_licensed_ted_mirv,,"Tediore MIRV, no stat changes",,
Jakobs,Pistol,62,Manufacturer Part,JAK_PS.part_barrel_licensed_ted_combo,,"Tediore Combo, no stat changes",,
Jakobs,Pistol,63,Manufacturer Part,JAK_PS.part_barrel_licensed_hyp,,"Hyperion Shield visual accessory, no stat changes",,
Jakobs,Pistol,64,Manufacturer Part,JAK_PS.part_secondary_ammo_smg,,Daedalus SMG Ammo,,
Jakobs,Pistol,65,Manufacturer Part,JAK_PS.part_secondary_ammo_sg,,Daedalus Shotgun Ammo,,
Jakobs,Pistol,66,Manufacturer Part,JAK_PS.part_secondary_ammo_ar,,Daedalus AR Ammo,,
Jakobs,Pistol,67,Manufacturer Part,JAK_PS.part_secondary_ammo_sr,,Daedalus SR Ammo,,
Jakobs,Pistol,68,Underbarrel,JAK_PS.part_underbarrel_03_vial,,Alt Fire - Vial Launcher,Launches a Corrosive Vial that deals XXX Corrosive Damage on impact and increases the target's Damage Taken by +30% for 6s,
Jakobs,Pistol,69,Underbarrel,JAK_PS.part_underbarrel_04_atlas_ball,,Atlas Tracker Grenades,,
Jakobs,Pistol,70,Foregrip,JAK_PS.part_foregrip_01,,+Damage,,
Jakobs,Pistol,72,Barrel,JAK_PS.part_barrel_quickdraw,,"Saba Songbird, 1874 Damage, 61% Acc, 7.5/s FR",Dueling Pistol - Deals +100% Damage for 5s after swapping Guns,
Jakobs,Pistol,75,Barrel,JAK_PS.part_barrel_02_kingsgambit,,"King's Gambit, 1874 Damage, 69% Acc, 7.5/s FR","Holy Hell - When shot, thrown Gun Ricochets Projectiles to nearby enemies",
Jakobs,Pistol,77,Barrel,JAK_PS.part_barrel_01_phantom_flame,,"Phantom Flame, 1785 Damage, 43% Acc, 9.0/s FR","Midday - Zooming in acquired Lock On targets over time, and firing while Zoomed In shoots the entire Magazine",
Jakobs,Pistol,80,Barrel,JAK_PS.part_barrel_01_seventh_sense,,"Seventh Sense, 1785 Damage, 67% Acc, 9.0/s FR",Proprioception - Hitting enemies spawns Orbs that float upward and home in on targets on Reload,
Jakobs,Shotgun,1,Stat Modifier,JAK_SG.part_body_ele_rainbowvomit_cryo_fire_shock,,,,
Jakobs,Shotgun,2,Body,JAK_SG.part_body,,"No stat changes, always present",,
Jakobs,Shotgun,3,Body Accessory,JAK_SG.part_body_a,,-Reload Speed,,
Jakobs,Shotgun,4,Body Accessory,JAK_SG.part_body_b,,-Reload Speed,,
Jakobs,Shotgun,5,Body Accessory,JAK_SG.part_body_c,,+Accuracy,,
Jakobs,Shotgun,6,Body Accessory,JAK_SG.part_body_d,,+Crit Damage,,
Jakobs,Shotgun,7,Barrel,JAK_SG.part_barrel_01,,"Dullahan, 823 x 6 Damage, 73% Acc, 1.5/s FR",,
Jakobs,Shotgun,8,Barrel,JAK_SG.part_barrel_02,,"Balor, 837 x 10 Damage, 51% Acc, 1.3/s FR",,
Jakobs,Shotgun,9,Manufacturer Part,JAK_SG.part_shield_default,,Hyperion Shield,,
Jakobs,Shotgun,10,Manufacturer Part,JAK_SG.part_shield_ricochet,,Hyperion Ricochet Shield,,
Jakobs,Shotgun,11,Manufacturer Part,JAK_SG.part_shield_ammo,,Hyperion Absorb Shield,,
Jakobs,Shotgun,12,Manufacturer Part,JAK_SG.part_shield_amp,,Hyperion Amp Shield,,
Jakobs,Shotgun,13,Magazine,JAK_SG.part_mag_05_borg,,"2.5s Reload, 8 Shots",Ripper Mag,
Jakobs,Shotgun,14,Magazine,JAK_SG.part_mag_04_cov,,"3.0s Reload, 6 Shots",CoV Mag,
Jakobs,Shotgun,15,Magazine,JAK_SG.part_mag_03_tor,,"2.3s Reload, 12 Shots, 2 Shot",,
Jakobs,Shotgun,16,Stat Modifier,JAK_SG.part_body_ele_rainbowvomit_cryo_fire_rad,,,,
Jakobs,Shotgun,17,Magazine,JAK_SG.part_mag_02,,"4.8s Reload, 6 Shots",,
Jakobs,Shotgun,18,Stat Modifier,JAK_SG.part_mag_ted_thrown_01,,2.0s Reload,,
Jakobs,Shotgun,19,Stat Modifier,JAK_SG.part_mag_ted_thrown_02,,2.0s Reload,,
Jakobs,Shotgun,20,Stat Modifier,JAK_SG.part_mag_ted_thrown_03_tor,,2.0s Reload,,
Jakobs,Shotgun,21,Stat Modifier,JAK_SG.part_mag_ted_thrown_04_cov,,3.0s Reload,,
Jakobs,Shotgun,22,Stat Modifier,JAK_SG.part_mag_ted_thrown_05_bor,,3.0s Reload,,
Jakobs,Shotgun,23,Scope,JAK_SG.part_scope_ironsight,,ADS,,
Jakobs,Shotgun,24,Scope,JAK_SG.part_scope_01_lens_01,,ADS +Zoom,,
Jakobs,Shotgun,25,Scope,JAK_SG.part_scope_01_lens_02,,ADS +Zoom,,
Jakobs,Shotgun,26,Scope,JAK_SG.part_scope_02_lens_01,,ADS ++Zoom,,
Jakobs,Shotgun,27,Scope,JAK_SG.part_scope_02_lens_02,,ADS ++Zoom,,
Jakobs,Shotgun,28,Scope Accessory,JAK_SG.part_scope_acc_s01_l01_a,,+Damage,,
Jakobs,Shotgun,29,Scope Accessory,JAK_SG.part_scope_acc_s01_l01_b,,-Reload Speed,,
Jakobs,Shotgun,30,Scope Accessory,JAK_SG.part_scope_acc_s02_l01_a,,No Stat Changes,,
Jakobs,Shotgun,31,Scope Accessory,JAK_SG.part_scope_acc_s02_l01_b,,+Crit Damage,,
Jakobs,Shotgun,32,Scope Accessory,JAK_SG.part_scope_acc_s01_l02_a,,+Damage,,
Jakobs,Shotgun,33,Scope Accessory,JAK_SG.part_scope_acc_s01_l02_b,,-Reload Speed,,
Jakobs,Shotgun,34,Scope Accessory,JAK_SG.part_scope_acc_s02_l02_a,,No Stat Changes,,
Jakobs,Shotgun,35,Scope Accessory,JAK_SG.part_scope_acc_s02_l02_b,,+Crit Damage,,
Jakobs,Shotgun,36,Grip,JAK_SG.part_grip_05c_ted_jav,,"Tediore reload modifier: Javelin, no stat changes",,
Jakobs,Shotgun,37,Grip,JAK_SG.part_grip_05b_ted_homing,,"Tediore reload modifier: Homing, no stat changes",,
Jakobs,Shotgun,38,Grip,JAK_SG.part_grip_04_hyp,,"Hyperion Grip, -Acc, Acc increases with continuous fire",,
Jakobs,Shotgun,39,Grip,JAK_SG.part_grip_05a_ted_legs,,"Tediore reload modifier: Legs, no stat changes",,
Jakobs,Shotgun,40,Grip,JAK_SG.part_grip_01,,+Damage,,
Jakobs,Shotgun,41,Grip,JAK_SG.part_grip_02,,+Crit Damage,,
